Municipality,Year,BusinessName,IndustryLabel,Employees,LATITUDE,LONGITUDE,Maps
Corner Brook,2019,central office equipment,Miscellaneous store retailers,N/A,48.9535105,-57.94461711,Click here
Corner Brook,2019,charm diamond centres,Clothing and clothing accessories stores,N/A,48.9469652,-57.9163334,Click here
Corner Brook,2019,chatters hair salon,Personal care services and other personal services,N/A,48.9601193,-57.9211991,Click here
Corner Brook,2019,christopher's menswear,Clothing and clothing accessories stores,N/A,48.9520109,-57.9555285,Click here
Corner Brook,2019,CIBC branch,Banking and other depository credit intermediation,N/A,48.952528,-57.9473844,Click here
Corner Brook,2019,cineplex,"Amusement, recreation, performing arts, spectator sports and related industries, and heritage institutions",N/A,48.9527181,-57.9506643,Click here
Corner Brook,2019,city cabs,Taxi and limousine service,N/A,48.951278,-57.9555778,Click here
Corner Brook,2019,city chrysler dodge jeep ram,Motor vehicle and parts dealers,N/A,48.9437756,-57.94369191,Click here
Corner Brook,2019,city pharmacy,Health and personal care stores,N/A,48.9524938,-57.9443622,Click here
Corner Brook,2019,city tire and auto centre ltd,Automotive repair and maintenance,N/A,48.9575215,-57.9149903,Click here
Corner Brook,2019,Claimspro inc,"Agencies, brokerages and other insurance related activities",N/A,48.95225089,-57.9505395,Click here
Corner Brook,2019,clair de lune,Furniture and home furnishings stores,N/A,48.947605,-57.916944,Click here
Corner Brook,2019,clarke transport,Truck transportation,N/A,48.9652227,-57.9291388,Click here
Corner Brook,2019,clay and cupcakes,"Amusement, recreation, performing arts, spectator sports and related industries, and heritage institutions",N/A,48.95042831,-57.9521209,Click here
Corner Brook,2019,cleo,Clothing and clothing accessories stores,N/A,48.9470245,-57.9160612,Click here
Corner Brook,2019,clipper d's barber shop,Personal care services and other personal services,N/A,48.95034329,-57.95567349,Click here
Corner Brook,2019,cloud 9 lounge,Food services and drinking places,N/A,48.9518445,-57.9470434,Click here
Corner Brook,2019,CNIB,"Grant-making, civic, and professional and similar organizations",N/A,48.9516302,-57.9527939,Click here
Corner Brook,2019,cohen's home furnishings,Furniture and home furnishings stores,N/A,48.955157,-57.918986,Click here
Corner Brook,2019,cole's books,"Sporting goods, hobby, book and music stores",N/A,48.94692889,-57.91598239,Click here
Corner Brook,2019,colemans food centre,Food and beverage stores,N/A,48.9507238,-57.9558405,Click here
Corner Brook,2019,colemans furniture world,Furniture and home furnishings stores,N/A,48.9507238,-57.9558405,Click here
